item_id,timestamp,mean,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
18071,2024-07-01,2589.3369692150814,-205.98375312306192,337.652477261713,734.0181211557966,1173.2133174336982,2589.3369692150814,2979.3795200064324,3354.259867483148,3780.6616483990533,4459.8277481265
18071,2024-08-01,4453.329770608545,-1377.6688788535635,-642.4803468925257,3528.9436216943723,4010.522289590565,4453.329770608545,4860.5572913625165,6573.5030204790755,7178.100059513172,8008.806085412787
18071,2024-09-01,7043.341614707676,2122.697729333517,3037.034272407597,3632.9259340868543,4302.493245662312,7043.341614707676,7661.272979463743,8226.884770935481,15816.181099909996,16741.534867526105
18071,2024-10-01,10914.514882588628,7176.6493075322305,7941.214211091254,8759.98947968761,10398.923195680869,10914.514882588628,11627.803397351992,12401.698808523055,36829.85606459247,37776.557703738785
18071,2024-11-01,12354.290099964044,-2583.190867970663,10116.452634155194,10996.528401648173,11690.240360838503,12354.290099964044,14407.99185451254,15243.115156981425,44627.64076620393,45992.486147370735
18071,2024-12-01,4398.185830203141,-2519.9635616893534,-1311.8517243417436,-274.51533907828843,3436.1499429442874,4398.185830203141,5119.330940926437,5921.057056057849,37228.77059649372,38825.24349256978
18071,2025-01-01,1982.7560304887127,-2645.142730250194,-1177.9903883337665,-181.35592058474526,1097.6018627096773,1982.7560304887127,2997.314347816509,3779.968799012332,17101.062284810923,18789.096732061404
18071,2025-02-01,12257.211110050954,-2940.608891397883,-1121.6676780386663,249.00745729138544,1681.9373688889577,12257.211110050954,13055.888845016829,14151.879606560522,15499.708735694452,17551.308556273496
18071,2025-03-01,12343.332645112252,437.40637070441926,2643.34805351356,4163.810665273786,10892.294912070949,12343.332645112252,13512.875690316807,14644.046452132829,16397.414084771288,18803.850110252843
18071,2025-04-01,15056.955192515277,-4260.24965571739,6050.786531729986,7796.489310537877,13675.463252175266,15056.955192515277,16494.12809577959,17782.541692589395,24072.48645684987,26723.067532497676
18071,2025-05-01,3229.5923841464837,-6132.151529530577,-3035.4225983440047,-912.1880989254767,1336.6089229640893,3229.5923841464837,4990.9007459889,7858.341987638702,10048.328069761972,12832.098016573545
18071,2025-06-01,1881.0164620586702,-9605.485257462802,-5296.247055137508,-2468.048231318486,-214.54506497534476,1881.0164620586702,4167.531168813859,6579.411178839651,12559.400311117724,15909.513883863277
1109,2024-07-01,140.8990398098498,-415.4040302163453,-230.51389498420892,-97.1387611300634,33.639728423550565,140.8990398098498,248.3668932990448,362.79818164525676,496.56092142537864,781.4758827331082
1109,2024-08-01,2642.705833004166,968.7643558873849,1233.4756946539928,1419.3737701139669,2493.4789514626723,2642.705833004166,2792.5413789214654,2962.1165826941306,3601.956500426723,3883.0226908624486
1109,2024-09-01,2534.0918800518,-483.50841381866894,-187.27669322598064,2162.800697577233,2356.4757237905483,2534.0918800518,4275.634224544888,4444.481162769865,4670.985654860252,4989.945854117768
1109,2024-10-01,10332.118977000031,2847.35032891401,3321.7093036283277,7254.979621542304,7519.386170943022,10332.118977000031,10739.815539504629,11094.463669639044,11540.450420499252,12006.255520716752
1109,2024-11-01,19331.466752954715,9669.284850327762,10510.66226686807,11342.346036760231,18697.286313731493,19331.466752954715,20099.179196129448,23905.319795823714,24720.825693470393,26101.207597019224
1109,2024-12-01,27305.07793520917,-3790.456401617029,-2407.3051573090775,18251.08499341981,19576.162935805754,27305.07793520917,28172.142724765083,29438.533398169544,30566.076761104134,54985.800542317666
1109,2025-01-01,8375.833515500444,4436.1723400925375,5328.973124947177,5877.817850222707,6517.206054389673,8375.833515500444,8995.009604945802,9396.507911870436,20140.752524963773,21006.229217387903
1109,2025-02-01,774.7793211102137,-84.76443847956662,149.19520916564628,317.1190283631462,653.8932349566342,774.7793211102137,892.553133939919,1036.4810420032143,1427.2284557497364,1683.2725113298611
1109,2025-03-01,73.35693901245193,-569.0276461907066,-350.15938806789245,-194.96977383672328,-58.087180201820914,73.35693901245193,199.79988354298152,330.07352851412037,944.8085968753564,1169.0411916739768
1109,2025-04-01,24.069071310101823,-584.2952367975535,-376.54733485960475,-228.99086599149118,-94.51659248870064,24.069071310101823,141.75643753989144,408.6835924255485,556.0600595561777,763.5732492202468
1109,2025-05-01,90.51482515234194,-593.9989127484026,-383.1849075107776,-235.32133506306644,-108.39384174566086,90.51482515234194,211.7487495080901,333.1274093886133,481.72762610303795,733.1209265008492
1109,2025-06-01,95.28887946182388,-739.7525270096235,-453.4546018432428,-244.2288080986822,-66.68356950732539,95.28887946182388,261.0165679598342,635.0042653956406,842.6635087942178,1122.7620784686655
1392,2024-07-01,15872.829362553366,10263.150717786935,10550.95642509788,10760.987610596936,15672.220440127106,15872.829362553366,16082.703842630488,16282.923488566907,19717.934637697424,20083.446938488974
1392,2024-08-01,18284.272688253794,15026.216222693882,15407.314682546239,15627.234902728766,18049.66546187876,18284.272688253794,18460.573745447793,18719.863814296063,18978.350002959196,19361.856531238274
1392,2024-09-01,17352.00686120638,3899.8884852624774,4356.632259791864,16853.458619782643,17110.14780329258,17352.00686120638,22365.130314998412,22605.91946146633,22835.227721376283,23258.62980005438
1392,2024-10-01,9714.506827531814,8492.538318902138,8856.797030246302,9121.193376306821,9481.262284294318,9714.506827531814,13585.696969503142,13807.700986596245,14047.13184908995,14419.862661053727
1392,2024-11-01,12076.899641378795,10047.427319791559,10432.312238212806,11613.351558909775,11873.549350477331,12076.899641378795,12313.93940224254,12558.984648012683,15184.986253192412,15586.396292842108
1392,2024-12-01,11986.402133296899,1126.7922525481663,3448.9373704923014,3743.870091100926,11720.319656488698,11986.402133296899,12273.273857815228,12504.965964285975,15957.25607309503,16418.26543201438
1392,2025-01-01,7634.545384913276,2260.756846985434,2756.888332950396,7024.836121476709,7340.933187712337,7634.545384913276,9570.46967801939,9840.083211119243,10131.226547867538,10632.301839395539
1392,2025-02-01,13183.31872138957,10878.011656389617,11374.924432416925,12656.33606601954,12960.65336823522,13183.31872138957,13422.077066866119,14909.291644809171,15293.319792420407,15939.614387547928
1392,2025-03-01,14489.73961982707,4872.689429780083,9453.906803725115,9792.691413436,10127.671262005395,14489.73961982707,14790.171730342712,15160.648783922883,17631.4441021467,18043.54488631533
1392,2025-04-01,16935.264202262417,15355.836051098016,15818.333211819214,16253.485827234515,16659.871935314688,16935.264202262417,17194.87446153234,19249.076100323724,19595.256800329542,20049.647860902573
1392,2025-05-01,17294.59535797362,5543.148375288708,6080.949118170321,16049.599862240028,16399.279202746042,17294.59535797362,17561.95210789409,17846.151501605927,24412.095568008604,24967.038013476424
1392,2025-06-01,20131.57225721931,9422.189062351756,9982.81323761666,13771.865551634442,14221.401184939334,20131.57225721931,20495.302815625375,20816.63060949061,22114.39141960214,22661.46284365476
14027,2024-07-01,25084.723259473874,17502.092993136852,23682.672019235477,24151.67257002007,24652.86777944871,25084.723259473874,25532.72838928352,29761.028932763886,30260.046994324344,31039.86295469021
14027,2024-08-01,22363.501568801545,17514.05085931346,18280.384163149683,18878.3682109914,21898.290043098597,22363.501568801545,22809.205753448452,23595.038482646167,24215.460232535293,25134.47470555255
14027,2024-09-01,24299.262906146454,7127.738688621008,8222.288272446036,22989.8458052006,23648.6738358144,24299.262906146454,24825.950777663846,32803.9403115104,33504.895271527894,34451.52055578396
14027,2024-10-01,15022.887390043083,9543.50550584858,10517.353981237407,13974.769099661378,14463.164177880597,15022.887390043083,16910.35878377884,17545.09882428254,18303.99057255565,19172.83972143586
14027,2024-11-01,18773.339662194023,15674.91189215315,16599.707193387112,17354.33509834117,18143.865271520128,18773.339662194023,19472.753775389472,26741.678479818424,27564.470110526796,28717.275244734894
14027,2024-12-01,17650.829784560483,2710.709610373642,3703.4844573564965,13876.639281368523,14695.73166892831,17650.829784560483,18219.206119481445,18979.119493032613,21923.623657023083,23353.384461710684
14027,2025-01-01,15732.536838500217,11196.027263112754,12456.991142887951,14114.088682255078,14984.722444692445,15732.536838500217,16590.772164420057,25235.019544853112,26159.16786547024,27453.932762217417
14027,2025-02-01,24246.539622504606,16606.462810306963,18056.394661020717,22545.814216098737,23549.25577031254,24246.539622504606,24874.833711765637,29457.451249276855,30504.892086682466,32328.20974693286
14027,2025-03-01,36427.97505737107,6937.820387484076,16714.561178568685,17758.10779357675,35499.08446171515,36427.97505737107,37270.441892251125,40500.37060780332,41350.36893347948,42958.05901066323
14027,2025-04-01,28877.311219608215,2643.1558021745377,22689.034526983152,23933.512928653025,25027.212330361457,28877.311219608215,29709.662937518762,35410.744141490126,36557.85050652207,38043.93616155698
14027,2025-05-01,30903.560434108294,8736.646967066368,26066.550157024703,27229.51364820441,29717.66191828125,30903.560434108294,44768.040240344824,45577.853044365635,46727.75821119188,48205.55135265884
14027,2025-06-01,42666.630701948896,15565.333266322357,17340.953486967537,30707.771756755043,41675.88807412204,42666.630701948896,43677.676064150735,60023.76180500912,61297.98241854663,63066.15466640086
15401,2024-07-01,21881.424956495055,18424.93172769859,18949.137466064596,19331.68393372876,19763.479121862845,21881.424956495055,22263.653522808298,22628.313069778585,31512.040504576376,32177.719842080314
15401,2024-08-01,34426.80723020196,22467.462426058737,23190.81467450738,23721.319938502875,24196.860713575014,34426.80723020196,34826.51027969527,35338.39298634069,40491.16943164005,41314.228627152275
15401,2024-09-01,26555.871582303243,23006.583328356417,23898.501419756165,24475.446483629898,26046.204229645315,26555.871582303243,32349.382718635745,32901.28119067487,33579.32665527597,34482.74503290956
15401,2024-10-01,13389.828344156691,9798.94726585816,10498.239563850877,11281.678523316428,12908.523611065408,13389.828344156691,14077.50009637513,14824.459004167215,25894.70350983428,26784.120403732166
15401,2024-11-01,12099.374074221345,6790.514718144194,7682.211175122006,10868.362014168286,11496.204242914648,12099.374074221345,12773.630752241406,17843.051308035185,18527.692095222625,19796.106712895482
15401,2024-12-01,10363.084472928243,137.9956603205094,2072.2179892808545,2981.5110069382035,3718.1422281807813,10363.084472928243,10977.261799841652,11665.867361062677,13317.733620907527,14743.555597126762
15401,2025-01-01,6741.5651437256565,1271.449975320741,4194.406038576011,4974.973980324982,6025.0612565413785,6741.5651437256565,7593.149344756919,9520.05563700241,10450.33793422013,11852.138555928137
15401,2025-02-01,16884.23200121488,8226.661421481345,9598.63518012661,15111.675303131246,16282.909007341772,16884.23200121488,19571.494515562128,20391.012332111015,21418.136043814466,23032.971383144002
15401,2025-03-01,19367.70341150583,1735.4992896982494,7988.931707439554,9030.838594112125,9985.89487707375,19367.70341150583,20153.087174924978,30772.292333155998,31717.165780981588,33472.98959823798
15401,2025-04-01,20498.496784350657,-592.1364443951265,1001.769054709834,18455.611237686448,19672.867868284196,20498.496784350657,21913.28282595591,22598.667992383398,23644.85131558092,26486.91666786476
15401,2025-05-01,30714.561708919624,5756.200562962769,21461.622765810647,22596.707843336393,23671.073975197745,30714.561708919624,31689.56446149926,32499.032037999623,33505.82292186293,40218.183580226694
